Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,TTBK1_dock,TTBK1_dock (raw),MAOB_dock,MAOB_dock (raw),SA_score,SA_score (raw),step
7.4466,14.7797,80.6036,0.7451822,O=c1c(O)c(-c2ccc(-c3ccccc3)c(-c3ccccc3)c2)oc2cc(O)cc(O)c12,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,c1ccccc1*|c1ccc(*)cc1,0.6320701,8.3760,0.7615809,8.8070,0.9916303,2.3411,1
5.7365,11.2902,84.2679,0.7465479,Nc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1-c1ccccc1,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,N*|c1cccc(*)c1,0.4895680,7.9710,0.9890611,11.1300,0.9890455,2.4355,1
11.4530,12.3242,84.1460,0.7536732,Nc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1N1CCCCC1,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,*N|C1CCCCN1*,0.5143872,8.0400,0.9666278,10.3390,0.9835959,2.5777,1
8.2150,16.9349,97.5400,0.8943346,O=c1c(O)c(-c2ccc(-c3ccc(F)cc3)c(-c3ccccc3)c2)oc2cc(O)cc(O)c12,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,c1ccc(*)cc1|c1c(F)ccc(*)c1,0.7905600,8.9230,0.9616074,10.2380,0.9899993,2.4035,1
10.9949,21.1311,-19.8672,0.0098740,O=c1c(O)c(-c2ccc(Nc3ccc(F)cc3)c(C(F)F)c2)oc2cc(O)cc(O)c12,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,FC(*)F|c1cc(N*)ccc1F,0.0000100,0.0000,0.9797356,10.6950,0.9778017,2.6849,1
17.8752,20.4552,-19.2179,0.0096665,Nc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1CC=NNc1ccc(O)cc1,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,*N|C(*)C=NNc1ccc(O)cc1,0.0000100,0.0000,0.9400030,9.9120,0.9551866,2.9371,1
7.3155,12.9882,85.1878,0.7669996,Nc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1Nc1ccccc1,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,N*|c1ccc(N*)cc1,0.5255221,8.0710,0.9862481,10.9690,0.9881468,2.4632,1
7.8590,18.2295,86.1937,0.8158060,O=c1c(O)c(-c2ccc(-c3ccccc3)c(Nc3ccccc3)c2)oc2cc(O)cc(O)c12,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,c1(N*)ccccc1|c1cccc(*)c1,0.7251123,8.6740,0.8334629,9.1190,0.9893534,2.4255,1
11.0906,17.7812,83.7021,0.7928385,O=c1c(O)c(-c2ccc(-c3ccccc3O)c(-c3ccccc3)c2)oc2cc(O)cc(O)c12,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,c1ccc(*)cc1|c1(O)c(*)cccc1,0.6162047,8.3290,0.9141903,9.6440,0.9871891,2.4905,1
13.3893,19.4036,62.2226,0.6377051,CCc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1NCc1ccc(F)cc1,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,*CC|C(N*)c1ccc(F)cc1,0.3309864,7.5110,0.9884533,11.0920,0.9852960,2.5391,1
14.2573,21.7844,76.3496,0.7666722,O=c1c(O)c(-c2ccc(C(F)(F)F)c(-c3cccc(F)c3F)c2)oc2cc(O)cc(O)c12,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,c1(F)c(F)cccc1*|FC(F)(*)F,0.5707581,8.1980,0.9137377,9.6400,0.9738706,2.7429,1
11.3600,15.9130,84.0335,0.7808321,Nc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1-c1ccc(F)cc1F,1,c1([*])c([*])ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1,N*|Fc1ccc(*)c(F)c1,0.5498431,8.1390,0.9893227,11.1470,0.9809227,2.6311,1
