Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,TTBK1_dock,TTBK1_dock (raw),MAOB_dock,MAOB_dock (raw),SA_score,SA_score (raw),BBB_signed_dist,BBB_signed_dist (raw),step
19.1460,21.2341,12.9428,0.2670071,O=c1c(O)c(-c2ccc(-c3ccccc3)c(C=CC3=CCCCC3)c2)oc2cccc(O)c12,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,*c1ccccc1|C1CCC=C(C=C*)C1,0.5636929,8.1780,0.1301500,6.6800,0.9691827,2.8019,0.0688035,-2.2629,1
6.2692,9.1675,81.2861,0.7066693,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1-c1ccccc1,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,c1c(*)cccc1|*C,0.5097129,8.0270,0.9981307,12.3640,0.9942502,2.2097,0.4809299,-0.0663,1
5.4928,10.5703,81.1956,0.7169214,O=c1c(O)c(-c2ccc(C(F)(F)F)c(-c3ccccc3)c2)oc2cccc(O)c12,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,FC(F)(*)F|c1cc(*)ccc1,0.6939937,8.5690,0.9493808,10.0370,0.9897643,2.4117,0.2909075,-0.7739,1
12.8834,21.3719,23.4865,0.3504562,CC(Nc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)F)c1ccccc1,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,*NC(c1ccccc1)C|FC(F)*,0.4964022,7.9900,0.9966424,11.9560,0.9432619,3.0234,0.0050434,-4.5902,1
14.7493,19.7405,28.5893,0.3775767,CNCCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(F)(F)F,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,FC(*)(F)F|C(C*)NC,0.3868631,7.6800,0.9803824,10.7180,0.9793625,2.6590,0.0148435,-3.6439,1
6.6591,12.0090,73.9638,0.6716623,O=c1c(O)c(-c2ccc(-c3ccccc3)c(C(F)(F)F)c2)oc2cccc(O)c12,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,c1ccccc1*|FC(*)(F)F,0.5484180,8.1350,0.9969369,12.0200,0.9902987,2.3929,0.2909075,-0.7739,1
11.4157,14.6879,63.9595,0.6144328,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1-c1ccc(C(F)(F)F)cc1,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,FC(F)(c1ccc(*)cc1)F|C*,0.4748367,7.9300,0.9995693,13.3850,0.9896442,2.4158,0.2236231,-1.0811,1
6.3994,13.8536,71.4482,0.6664200,O=c1c(O)c(-c2ccc(C(F)F)c(-c3ccccc3)c2)oc2cccc(O)c12,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,FC(F)*|c1cccc(*)c1,0.5441377,8.1230,0.9565889,10.1490,0.9876481,2.4777,0.3104834,-0.6930,1
4.8545,11.2320,80.3230,0.7152735,O=c1c(O)c(-c2ccc(C(F)(F)F)c(C(F)F)c2)oc2cccc(O)c12,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,FC(*)(F)F|FC(F)*,0.5369894,8.1030,0.9847264,10.8950,0.9739088,2.7424,0.4863771,-0.0473,1
5.5940,10.8356,-10.8356,0.0000000,O=c1c(O)c(-c2ccc(-c3ccccc3)c(C(F)(F)F)c2)oc2cccc(O)c12,2,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,c1cccc(*)c1|FC(F)(F)*,0.0000000,8.1350,0.0000000,12.0200,0.0000000,2.3929,0.0000000,-0.7739,1
7.2969,11.3946,72.0522,0.6519284,O=c1c(O)c(-c2ccc(-c3ccccc3)c(-c3ccccc3)c2)oc2cccc(O)c12,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,c1ccccc1*|c1ccc(*)cc1,0.6597080,8.4600,0.9733830,10.5010,0.9939491,2.2276,0.1632373,-1.4196,1
5.2201,8.1519,84.3112,0.7223684,O=c1c(O)c(-c2ccc(C(F)(F)F)c(C(F)(F)F)c2)oc2cccc(O)c12,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,FC(F)(*)F|FC(*)(F)F,0.5573116,8.1600,0.9938806,11.5370,0.9802079,2.6441,0.4631605,-0.1282,1
7.8283,13.9974,49.3519,0.4949161,O=c1c(O)c(-c2ccc(C(F)(F)F)c(Cc3ccccc3)c2)oc2cccc(O)c12,1,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,FC(F)(*)F|*Cc1ccccc1,0.8013101,8.9690,0.2780542,7.3370,0.9879169,2.4700,0.3092571,-0.6980,1
6.7052,8.7951,-8.7951,0.0000000,O=c1c(O)c(-c2ccc(C(F)(F)F)c(C(F)(F)F)c2)oc2cccc(O)c12,2,c1(-c2ccc([*])c([*])c2)c(O)c(=O)c2c(cccc2O)o1,C(F)(F)(F)*|FC(F)(F)*,0.0000000,8.1600,0.0000000,11.5370,0.0000000,2.6441,0.0000000,-0.1282,1
