MW,WLogP,TPSA,HBD,HBA,Lipinski_violations,Lipinski_pass,GIA_pass,BBB_pass,n_structural_alerts,structural_alerts,alert_free,id,smiles
283.283,2.761820000000002,96.69,3,5,0,True,True,False,1,aniline,False,pool_000,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1N
282.295,3.4880400000000025,70.67,2,4,0,True,True,True,0,,True,pool_001,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C
337.253,3.472200000000001,96.69000000000001,3,5,0,True,True,False,1,aniline,False,pool_002,Nc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(F)(F)F
308.333,3.908120000000003,70.67,2,4,0,True,True,True,1,isolated_alkene,False,pool_003,C=CCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C
351.4020000000002,4.169920000000004,73.91,2,5,0,True,True,True,0,,True,pool_004,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1N1CCCCC1
283.283,2.761820000000002,96.69,3,5,0,True,True,False,1,aniline,False,pool_005,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1N
366.4570000000001,5.466200000000006,70.67,2,4,1,True,True,False,0,,True,pool_006,CC(C)(C)c1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(C)(C)C
284.271,2.0356000000000005,122.71000000000001,4,6,0,True,True,False,1,aniline,False,pool_007,Nc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1N
390.23500000000007,4.908800000000002,70.67,2,4,0,True,True,False,0,,True,pool_008,O=c1c(O)c(-c2ccc(C(F)(F)F)c(C(F)(F)F)c2)oc2cccc(O)c12
548.5730000000001,3.7172000000000027,166.17,6,8,2,False,False,False,3,Michael_acceptor_1;Thiocarbonyl_group;thiol_2,False,pool_009,CC1=C(C)C(=O)CC(c2cc(-c3oc4cccc(O)c4c(=O)c3O)ccc2NC=C2[SH]=C(C(=O)O)NC2=O)C1
541.5810000000002,6.9315600000000055,178.53,5,9,2,False,False,False,1,aniline,False,pool_010,Cc1cc(-c2c(C)oc3cc(O)c(C)c(O)c23)sc1-c1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1N
401.4620000000002,5.408560000000006,82.7,3,5,1,True,True,False,0,,True,pool_011,Cc1ccc(CNc2ccc(-c3oc4cccc(O)c4c(=O)c3O)cc2C)cc1C
323.348,3.7775200000000027,82.7,3,5,0,True,True,False,1,isolated_alkene,False,pool_012,C=CCNc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C
297.31000000000006,3.221320000000002,82.7,3,5,0,True,True,False,0,,True,pool_013,CNc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C
308.333,3.908120000000003,70.67,2,4,0,True,True,True,1,isolated_alkene,False,pool_014,C=CCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C
297.31000000000006,3.221320000000002,82.7,3,5,0,True,True,False,0,,True,pool_015,CNc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C
325.36400000000003,3.999920000000003,82.7,3,5,0,True,True,False,0,,True,pool_016,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1NC(C)C
339.3910000000001,4.025820000000004,73.91,2,5,0,True,True,True,0,,True,pool_017,CCN(CC)c1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C
594.5320000000004,4.277620000000005,191.07999999999998,4,11,2,False,False,False,2,aldehyde;stilbene,False,pool_018,Cc1oc(=O)c2cc(C=Cc3cc(-c4oc5cccc(O)c5c(=O)c4O)ccc3N3CCN=C3C(=O)O)c(O)cc2c1C=O
405.41000000000014,3.719300000000003,138.48,3,7,0,True,False,False,3,aldehyde;aniline;imine_1,False,pool_019,CCC(C=NC=O)=CC=Nc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1N
458.47000000000025,4.301020000000004,149.01000000000002,4,8,0,True,False,False,2,aniline;stilbene,False,pool_020,COC(=O)c1cc(C)c(C=Cc2cc(-c3oc4cccc(O)c4c(=O)c3O)ccc2N)cc1N
529.5010000000003,4.918760000000003,170.44,5,9,1,True,False,False,1,mannich_A(296),False,pool_021,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1NCc1c(O)c(C)c(C)c2c(=O)cc(C(=O)O)oc12
500.45900000000023,4.788140000000005,147.41,3,9,1,True,False,False,2,aldehyde;cumarine,False,pool_022,COc1c(C)c(O)c2oc(=O)c(-c3ccc(-c4oc5cccc(O)c5c(=O)c4O)cc3C)cc2c1C=O
337.253,3.472200000000001,96.69000000000001,3,5,0,True,True,False,1,aniline,False,pool_023,Nc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)(F)F
441.52700000000027,5.6387200000000055,73.91,2,5,1,True,True,False,0,,True,pool_024,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1N1CCCC(Cc2ccccc2)C1
420.3870000000001,3.6418000000000035,77.15,2,6,0,True,True,True,0,,True,pool_025,CN1CCN(c2cc(-c3oc4cccc(O)c4c(=O)c3O)ccc2C(F)(F)F)CC1
393.43900000000014,4.482300000000005,113.75999999999999,3,6,0,True,True,False,2,Michael_acceptor_1;aniline,False,pool_026,CC(C)=CC(=O)CC(C)c1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1N
498.40900000000016,5.674200000000006,128.20000000000002,4,7,1,True,False,False,2,hydroquinone;stilbene,False,pool_027,CC(=O)c1cc(O)c(C=Cc2ccc(-c3oc4cccc(O)c4c(=O)c3O)cc2C(F)(F)F)cc1O
387.26,4.107500000000001,96.69000000000001,3,5,0,True,True,False,2,Perfluorinated_chain;aniline,False,pool_028,Nc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)(F)C(F)(F)F
651.763,8.557420000000004,137.82,5,6,2,False,False,False,2,aniline;isolated_alkene,False,pool_029,C=C1Cc2c(NC(=O)NC=Cc3ccc(-c4cc(-c5oc6cccc(O)c6c(=O)c5O)ccc4N)c(C)c3)cccc2C2(C)C(=C)CCC12
309.321,3.1819000000000024,96.69,3,5,0,True,True,False,2,aniline;isolated_alkene,False,pool_030,C=CCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1N
449.42900000000014,4.047100000000003,135.07,4,5,0,True,False,False,3,Aliphatic_long_chain;imine_1;imine_2,False,pool_031,CC(CCCN=C(N)N)c1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(F)(F)F
336.265,4.198420000000003,70.67,2,4,0,True,True,True,0,,True,pool_032,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)(F)F
362.4250000000001,5.108400000000004,70.67,2,4,1,True,True,False,1,isolated_alkene,False,pool_033,C=CCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1CC=C(C)C
323.348,3.7775200000000035,82.7,3,5,0,True,True,False,1,isolated_alkene,False,pool_034,C=CCNc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C
430.5040000000002,6.051940000000005,94.73,4,6,1,True,False,False,0,,True,pool_035,Cc1ccc(C)c(Nc2cc(-c3oc4cccc(O)c4c(=O)c3O)ccc2NC(C)C)c1
523.4970000000003,5.701200000000005,149.79,4,8,2,False,False,False,1,imine_1,False,pool_036,COc1ccc(C(=O)O)c(O)c1C=Nc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1-c1ccccc1
393.36100000000005,4.957900000000004,82.7,3,5,0,True,True,False,0,,True,pool_037,CC(C)CNc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)(F)F
361.35300000000007,3.8260000000000014,116.92000000000002,4,6,0,True,True,False,1,aniline,False,pool_038,Nc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1-c1ccc(O)cc1
421.44900000000024,3.918320000000004,116.84,3,7,0,True,True,False,1,beta-keto/anhydride,False,pool_039,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1NC1C(=O)CC(C)(C)CC1=O
379.33400000000006,4.710300000000004,82.7,3,5,0,True,True,False,0,,True,pool_040,CC(C)Nc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)(F)F
628.4790000000002,8.202440000000006,147.88,5,9,2,False,False,False,2,azo_A(324);diazo_group,False,pool_041,C=C(CNc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C)c1cc(Br)c(O)c(N=Nc2ccc(C)cc2)c1O
419.4330000000003,4.276220000000005,96.28,2,7,0,True,True,False,0,,True,pool_042,Cc1ccc(-c2ccc(-c3oc4cccc(O)c4c(=O)c3O)cc2N2CCOCC2)o1
333.343,4.174720000000003,86.46000000000001,3,4,0,True,True,False,0,,True,pool_043,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1-c1ccc[nH]1
338.403,5.118000000000006,70.67,2,4,1,True,True,False,0,,True,pool_044,CC(C)c1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(C)C
448.5180000000002,7.130460000000007,70.67,2,4,1,True,False,False,0,,True,pool_045,Cc1cccc(-c2ccc(-c3oc4cccc(O)c4c(=O)c3O)cc2-c2cc(C)ccc2C)c1
416.3260000000001,5.696100000000004,70.67,2,4,1,True,True,False,0,,True,pool_046,O=c1c(O)c(-c2ccc(C(F)(F)F)c(-c3ccc(F)cc3)c2)oc2cccc(O)c12
