MW,WLogP,TPSA,HBD,HBA,Lipinski_violations,Lipinski_pass,GIA_pass,BBB_pass,n_structural_alerts,structural_alerts,alert_free,id,smiles
358.3930000000001,4.770420000000004,70.67,2,4,0,True,True,True,0,,True,cand_001,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1Cc1ccccc1
358.3930000000001,4.770420000000004,70.67,2,4,0,True,True,True,0,,True,cand_002,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1Cc1ccccc1
336.265,4.198420000000002,70.67,2,4,0,True,True,True,0,,True,cand_003,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(F)(F)F
350.292,4.4524000000000035,70.67,2,4,0,True,True,True,0,,True,cand_004,CCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(F)(F)F
348.276,4.533000000000003,70.67,2,4,0,True,True,True,0,,True,cand_005,C=Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(F)(F)F
351.4020000000002,4.169920000000004,73.91,2,5,0,True,True,True,0,,True,cand_006,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1N1CCCCC1
354.25500000000005,4.359500000000002,70.67,2,4,0,True,True,True,0,,True,cand_007,O=c1c(O)c(-c2ccc(C(F)(F)F)c(CF)c2)oc2cccc(O)c12
354.25500000000005,4.746400000000002,70.67,2,4,0,True,True,True,0,,True,cand_008,O=c1c(O)c(-c2ccc(C(F)F)c(C(F)F)c2)oc2cccc(O)c12
310.34900000000005,4.303020000000004,70.67,2,4,0,True,True,True,0,,True,cand_009,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(C)C
354.25500000000005,4.359500000000002,70.67,2,4,0,True,True,True,0,,True,cand_010,O=c1c(O)c(-c2ccc(CF)c(C(F)(F)F)c2)oc2cccc(O)c12
336.265,4.198420000000003,70.67,2,4,0,True,True,True,0,,True,cand_011,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)(F)F
365.30699999999996,3.956000000000002,73.91,2,5,0,True,True,True,0,,True,cand_012,CN(C)c1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)(F)F
420.3870000000001,3.6418000000000035,77.15,2,6,0,True,True,True,0,,True,cand_013,CN1CCN(c2ccc(-c3oc4cccc(O)c4c(=O)c3O)cc2C(F)(F)F)CC1
318.275,4.117220000000002,70.67,2,4,0,True,True,True,0,,True,cand_014,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)F
312.296,4.1198200000000025,70.67,2,4,0,True,True,True,0,,True,cand_015,C=C(F)c1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C
318.275,4.117220000000002,70.67,2,4,0,True,True,True,0,,True,cand_016,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(F)F
332.30199999999996,4.3712000000000035,70.67,2,4,0,True,True,True,0,,True,cand_017,CCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(F)F
337.37500000000017,3.7798200000000035,73.91,2,5,0,True,True,True,0,,True,cand_018,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1N1CCCC1
